GEO.Id,GEO.Id2,CENSUS TRACTS,Total; Families,Percent below poverty level; Families,Total; families with children under 18 ,Percent below poverty level; families with children under 18 
1400000US36047056400,36047056400,564,691,3.3,287,0
1400000US36047056500,36047056500,565,582,2.6,196,0
1400000US36047056600,36047056600,566,685,11.8,307,11.4
1400000US36047056800,36047056800,568,352,2.8,163,6.1
1400000US36047056900,36047056900,569,239,1.3,117,2.6
1400000US36047057000,36047057000,570,905,6.6,288,17
1400000US36047057100,36047057100,571,836,9.2,263,19
1400000US36047057200,36047057200,572,1284,50.9,762,60.6
1400000US36047057300,36047057300,573,479,12.5,123,13
1400000US36047057400,36047057400,574,805,2.2,281,2.1
1400000US36047057500,36047057500,575,716,20.7,381,34.9
1400000US36047057600,36047057600,576,805,7.3,326,14.4
1400000US36047057800,36047057800,578,840,13.1,392,12
1400000US36047057900,36047057900,579,168,3,55,9.1
1400000US36047058000,36047058000,580,852,16.7,462,16.2
1400000US36047058200,36047058200,582,682,16.6,368,22.6
1400000US36047058400,36047058400,584,870,6.7,386,11.4
1400000US36047058600,36047058600,586,630,19.2,327,16.5
1400000US36047058800,36047058800,588,901,14.9,346,21.4
1400000US36047058900,36047058900,589,471,13.4,148,9.5
1400000US36047059000,36047059000,590,473,13.3,190,11.1
1400000US36047059100,36047059100,591,750,7.9,271,14
1400000US36047059200,36047059200,592,1084,13,470,8.3
1400000US36047059300,36047059300,593,373,8,128,8.6
1400000US36047059401,36047059401,594.01,1932,13.9,926,18.4
1400000US36047059402,36047059402,594.02,1283,6.6,406,2.5
1400000US36047059600,36047059600,596,716,4.2,235,0
1400000US36047059800,36047059800,598,874,11.2,408,21.1
1400000US36047060000,36047060000,600,1546,9,591,19.8
1400000US36047060600,36047060600,606,724,19.1,220,24.5
1400000US36047060800,36047060800,608,778,8.5,344,10.8
1400000US36047061002,36047061002,610.02,1273,10,452,5.5
1400000US36047061003,36047061003,610.03,419,24.3,258,22.1
1400000US36047061004,36047061004,610.04,1529,23.4,575,29.4
1400000US36047061200,36047061200,612,290,15.5,71,25.4
1400000US36047061600,36047061600,616,415,7,189,10.6
1400000US36047062000,36047062000,620,596,6.4,288,0.7
1400000US36047062200,36047062200,622,762,6.2,303,3.6
1400000US36047062600,36047062600,626,683,17.7,272,33.8
1400000US36047062800,36047062800,628,1434,6.6,599,9.5
1400000US36047063200,36047063200,632,411,8,131,0
1400000US36047063600,36047063600,636,334,1.8,170,3.5
1400000US36047063800,36047063800,638,512,0,181,0
1400000US36047064000,36047064000,640,494,11.3,233,19.3
1400000US36047064200,36047064200,642,596,4.5,280,1.4
1400000US36047064400,36047064400,644,496,12.7,308,14.9
1400000US36047064600,36047064600,646,561,10,301,18.6
1400000US36047064800,36047064800,648,444,6.8,236,8.9
1400000US36047065000,36047065000,650,439,16.4,178,27.5
1400000US36047065200,36047065200,652,353,1.1,172,2.3
1400000US36047065400,36047065400,654,438,11.9,218,18.8
1400000US36047065600,36047065600,656,491,0.8,226,1.8
1400000US36047065800,36047065800,658,561,3.2,310,3.5
1400000US36047066000,36047066000,660,504,2.4,194,0
1400000US36047066200,36047066200,662,458,2.2,234,0
1400000US36047066600,36047066600,666,0,0,0,0
1400000US36047067000,36047067000,670,780,4.9,414,5.8
1400000US36047067200,36047067200,672,381,8.1,262,11.8
1400000US36047067400,36047067400,674,466,13.3,203,30.5
1400000US36047067600,36047067600,676,474,3.2,259,3.9
1400000US36047067800,36047067800,678,713,1.4,294,3.4
1400000US36047068000,36047068000,680,432,26.6,287,40.1
1400000US36047068200,36047068200,682,694,0,314,0
1400000US36047068600,36047068600,686,378,2.6,180,2.2
1400000US36047068800,36047068800,688,485,1.9,219,4.1
1400000US36047069000,36047069000,690,468,0.9,247,0
1400000US36047069200,36047069200,692,664,3.5,345,4.9
1400000US36047069601,36047069601,696.01,1012,11,571,15.6
1400000US36047069602,36047069602,696.02,1609,2.9,901,5.2
1400000US36047069800,36047069800,698,395,7.3,265,10.9
1400000US36047070000,36047070000,700,500,0,250,0
1400000US36047070201,36047070201,702.01,1756,4.7,853,7.9
1400000US36047070202,36047070202,702.02,27,100,27,100
1400000US36047070203,36047070203,702.03,0,0,0,0
1400000US36047070600,36047070600,706,794,0.8,263,0
1400000US36047072000,36047072000,720,585,6.3,305,12.1
1400000US36047072200,36047072200,722,818,7.3,339,15.9
1400000US36047072400,36047072400,724,522,0.8,269,0
1400000US36047072600,36047072600,726,645,2.8,281,6.4
1400000US36047072800,36047072800,728,880,9.4,297,8.1
1400000US36047073000,36047073000,730,669,3.6,209,8.6
1400000US36047073200,36047073200,732,694,8.9,342,17
1400000US36047073400,36047073400,734,557,1.6,269,3.3
1400000US36047073600,36047073600,736,863,13.9,428,19.4
1400000US36047073800,36047073800,738,853,5.9,492,8.7
1400000US36047074000,36047074000,740,867,6.6,462,12.3
1400000US36047074200,36047074200,742,794,9.6,417,16.5
1400000US36047074400,36047074400,744,538,7.4,355,9.6
1400000US36047074600,36047074600,746,429,9.3,294,13.6
1400000US36047074800,36047074800,748,465,27.1,245,45.7
1400000US36047075000,36047075000,750,729,20.4,348,30.5
1400000US36047075200,36047075200,752,246,7.3,94,9.6
1400000US36047075400,36047075400,754,383,8.4,189,11.1
1400000US36047075600,36047075600,756,443,15.3,247,27.5
1400000US36047075800,36047075800,758,504,9.7,236,14
1400000US36047076000,36047076000,760,560,18.4,273,28.2
1400000US36047076200,36047076200,762,1058,23.5,464,33.6
1400000US36047076400,36047076400,764,778,9.4,451,14.9
1400000US36047076600,36047076600,766,553,9.9,332,9.3
1400000US36047076800,36047076800,768,816,12.6,412,18
1400000US36047077000,36047077000,770,647,13.3,387,13.4
1400000US36047077200,36047077200,772,788,24.2,436,35.1
1400000US36047077400,36047077400,774,623,12.5,286,17.5
1400000US36047077600,36047077600,776,1007,11.2,408,17.9
1400000US36047078000,36047078000,780,534,7.5,218,17
1400000US36047078200,36047078200,782,956,13.2,324,25.6
1400000US36047078400,36047078400,784,660,1.8,307,1.3
1400000US36047078600,36047078600,786,1095,14.2,624,17.6
1400000US36047078800,36047078800,788,810,22.8,492,35.2
1400000US36047079000,36047079000,790,1287,16.9,798,21.3
1400000US36047079200,36047079200,792,922,19,551,23
1400000US36047079400,36047079400,794,451,22,217,30
1400000US36047079601,36047079601,796.01,1014,12.2,593,14.8
1400000US36047079602,36047079602,796.02,994,23,529,30.4
1400000US36047079801,36047079801,798.01,876,6.1,349,15.2
1400000US36047079802,36047079802,798.02,1184,17.2,562,24
1400000US36047080000,36047080000,800,952,23.8,490,34.3
1400000US36047080200,36047080200,802,1057,23.5,576,36.5
1400000US36047080400,36047080400,804,691,23.2,380,32.4
1400000US36047080600,36047080600,806,834,8.8,505,8.5
1400000US36047080800,36047080800,808,64,57.8,0,0
1400000US36047081000,36047081000,810,477,14.3,272,17.6
1400000US36047081400,36047081400,814,548,14.2,265,18.1
1400000US36047081600,36047081600,816,723,14.8,375,19.5
1400000US36047081800,36047081800,818,932,29.1,609,37.1
1400000US36047082000,36047082000,820,1247,18.6,712,29.5
1400000US36047082200,36047082200,822,1571,24.3,777,25.6
1400000US36047082400,36047082400,824,913,14.5,607,19.9
1400000US36047082600,36047082600,826,1327,22,736,30.2
1400000US36047082800,36047082800,828,876,14.4,498,12
1400000US36047083000,36047083000,830,1525,7.3,815,9
1400000US36047083200,36047083200,832,553,0,269,0
1400000US36047083400,36047083400,834,412,5.3,220,10
1400000US36047083600,36047083600,836,575,8,226,15.9
1400000US36047083800,36047083800,838,645,4.3,299,9.4
1400000US36047084000,36047084000,840,584,1,295,0.7
1400000US36047084600,36047084600,846,391,9.5,113,8
1400000US36047084800,36047084800,848,401,15.7,158,29.1
1400000US36047085000,36047085000,850,371,8.6,146,19.2
1400000US36047085200,36047085200,852,0,0,0,0
1400000US36047085400,36047085400,854,484,3.7,236,0
1400000US36047085600,36047085600,856,924,8.5,589,9.5
1400000US36047085800,36047085800,858,554,9.2,331,12.4
1400000US36047086000,36047086000,860,937,19.6,529,32.1
1400000US36047086200,36047086200,862,746,18.5,410,30.5
1400000US36047086400,36047086400,864,575,9.7,267,15.7
1400000US36047086600,36047086600,866,798,8.5,466,9.2
1400000US36047086800,36047086800,868,840,16.9,490,19.8
1400000US36047087000,36047087000,870,782,14.5,438,21.7
1400000US36047087200,36047087200,872,692,8.1,320,15
1400000US36047087401,36047087401,874.01,865,24.3,412,40.8
1400000US36047087600,36047087600,876,366,6.3,191,12
1400000US36047087800,36047087800,878,784,35.5,459,45.1
1400000US36047088000,36047088000,880,803,13.3,287,22.3
1400000US36047088200,36047088200,882,1657,20.2,960,23.9
1400000US36047088400,36047088400,884,1215,12.1,769,14.6
1400000US36047088600,36047088600,886,1142,15.6,511,17
1400000US36047088800,36047088800,888,1031,11.7,611,15.4
1400000US36047089000,36047089000,890,1505,40.8,983,43.9
1400000US36047089200,36047089200,892,1013,24.9,652,32.5
1400000US36047089400,36047089400,894,909,22.4,566,32.7
1400000US36047089600,36047089600,896,704,28.1,560,32
1400000US36047089800,36047089800,898,518,26.6,309,34.3
1400000US36047090000,36047090000,900,1490,24.8,1078,30.6
1400000US36047090200,36047090200,902,666,32.6,428,43.9
1400000US36047090600,36047090600,906,1192,45.2,760,46.8
1400000US36047090800,36047090800,908,776,56.6,550,55.3
1400000US36047091000,36047091000,910,1354,62.6,741,82.2
1400000US36047091200,36047091200,912,1727,46,1205,52.9
1400000US36047091600,36047091600,916,928,33.6,460,29.8
1400000US36047091800,36047091800,918,811,32.8,462,48.3
1400000US36047092000,36047092000,920,847,30.3,448,36.4
1400000US36047092200,36047092200,922,727,12.1,345,11
1400000US36047092400,36047092400,924,745,26.7,489,34.8
1400000US36047092800,36047092800,928,749,11.3,412,6.1
1400000US36047093000,36047093000,930,744,5.2,300,7
1400000US36047093200,36047093200,932,352,2.6,173,3.5
1400000US36047093400,36047093400,934,676,2.8,323,3.7
1400000US36047093600,36047093600,936,437,5.7,268,6
1400000US36047093800,36047093800,938,585,22.9,370,31.4
1400000US36047094401,36047094401,944.01,941,12.3,424,10.8
1400000US36047094402,36047094402,944.02,859,27.9,488,25.6
1400000US36047094600,36047094600,946,458,7.2,257,11.7
1400000US36047095000,36047095000,950,834,12.9,370,15.1
1400000US36047095400,36047095400,954,1215,4.9,647,7
1400000US36047095600,36047095600,956,1078,9.5,600,6.2
1400000US36047095800,36047095800,958,969,9.1,370,11.4
1400000US36047096000,36047096000,960,0,0,0,0
1400000US36047096200,36047096200,962,419,7.2,211,6.6
1400000US36047096400,36047096400,964,590,13.2,302,17.2
1400000US36047096600,36047096600,966,577,11.1,368,17.4
1400000US36047096800,36047096800,968,365,15.1,242,8.7
1400000US36047097000,36047097000,970,523,14.7,223,34.5
1400000US36047097400,36047097400,974,598,4.5,320,8.4
1400000US36047098200,36047098200,982,1193,41.1,668,40.4
1400000US36047098400,36047098400,984,465,18.5,182,22.5
1400000US36047098600,36047098600,986,856,3.7,451,5.3
1400000US36047098800,36047098800,988,725,8.1,381,15.5
1400000US36047099000,36047099000,990,332,15.4,221,19.9
1400000US36047099200,36047099200,992,504,11.7,279,15.4
1400000US36047099400,36047099400,994,511,11.7,313,19.2
1400000US36047099600,36047099600,996,847,5.9,425,3.5
1400000US36047099800,36047099800,998,1019,8.6,609,14.4
1400000US36047100400,36047100400,1004,773,8,367,16.9
1400000US36047100600,36047100600,1006,630,3.5,304,7.2
1400000US36047100800,36047100800,1008,579,14.5,273,17.6
1400000US36047101000,36047101000,1010,567,9.7,289,9.3
1400000US36047101200,36047101200,1012,575,7.1,296,11.5
1400000US36047101400,36047101400,1014,604,11.1,270,15.6
1400000US36047101600,36047101600,1016,403,0,204,0
1400000US36047101800,36047101800,1018,346,2.3,266,0
1400000US36047102000,36047102000,1020,531,5.1,306,3.9
1400000US36047102200,36047102200,1022,557,11,348,9.8
1400000US36047102400,36047102400,1024,462,11,274,6.2
1400000US36047102600,36047102600,1026,701,7.3,479,6.7
1400000US36047102800,36047102800,1028,322,1.9,133,0
1400000US36047103400,36047103400,1034,958,41.9,650,53.4
1400000US36047105801,36047105801,1058.01,1549,25,921,32.4
1400000US36047105804,36047105804,1058.04,1636,26.7,786,22.4
1400000US36047107000,36047107000,1070,172,11.6,129,11.6
1400000US36047107800,36047107800,1078,927,4,302,0
1400000US36047109800,36047109800,1098,422,10.9,192,21.4
1400000US36047110400,36047110400,1104,1103,15.3,690,20.3
1400000US36047110600,36047110600,1106,1314,30.7,836,40.8
1400000US36047111000,36047111000,1110,954,47.6,599,50.8
1400000US36047111600,36047111600,1116,623,33.4,417,45.1
1400000US36047111800,36047111800,1118,624,34.6,455,43.3
1400000US36047112000,36047112000,1120,871,28.5,537,35
1400000US36047112200,36047112200,1122,813,34.6,562,36.5
1400000US36047112400,36047112400,1124,861,26.7,540,31.3
1400000US36047112600,36047112600,1126,827,30.5,593,35.6
1400000US36047112800,36047112800,1128,992,27.8,531,42.7
1400000US36047113000,36047113000,1130,1070,44.1,750,52.8
1400000US36047113200,36047113200,1132,550,14.7,379,20.3
1400000US36047113400,36047113400,1134,573,44.7,373,47.7
1400000US36047114201,36047114201,1142.01,427,0.9,233,1.7
1400000US36047114202,36047114202,1142.02,581,32.2,344,50.6
1400000US36047114400,36047114400,1144,629,42.3,483,52.2
1400000US36047114600,36047114600,1146,663,27.6,411,31.6
1400000US36047115000,36047115000,1150,507,29.2,313,28.4
1400000US36047115200,36047115200,1152,743,41.6,489,44.6
1400000US36047115600,36047115600,1156,1148,57.1,864,66
1400000US36047115800,36047115800,1158,661,18.2,361,26.9
1400000US36047116000,36047116000,1160,584,35.1,370,51.1
1400000US36047116200,36047116200,1162,514,22.2,250,37.2
1400000US36047116400,36047116400,1164,782,22.9,469,20.5
1400000US36047116600,36047116600,1166,664,34.9,451,36.8
1400000US36047116800,36047116800,1168,355,33,234,41.9
1400000US36047117000,36047117000,1170,449,29,258,43.4
1400000US36047117201,36047117201,1172.01,586,14,377,19.1
1400000US36047117202,36047117202,1172.02,868,21.8,596,25.8
1400000US36047117400,36047117400,1174,877,21.6,370,39.7
1400000US36047117601,36047117601,1176.01,688,23.7,510,23.3
1400000US36047117602,36047117602,1176.02,601,33.3,352,37.2
1400000US36047117800,36047117800,1178,315,30.8,161,52.8
1400000US36047118000,36047118000,1180,0,0,0,0
1400000US36047118201,36047118201,1182.01,749,30.6,459,39.9
1400000US36047118202,36047118202,1182.02,682,33.1,443,37.9
1400000US36047118400,36047118400,1184,1061,29.4,752,31.6
1400000US36047118600,36047118600,1186,665,31.9,499,35.7
1400000US36047118800,36047118800,1188,952,38.9,552,59.4
1400000US36047119000,36047119000,1190,602,42.2,344,61
1400000US36047119200,36047119200,1192,786,41.1,523,55.1
1400000US36047119400,36047119400,1194,893,27,597,36.5
1400000US36047119600,36047119600,1196,1219,28.4,754,34.6
1400000US36047119800,36047119800,1198,706,35.6,586,35
1400000US36047120000,36047120000,1200,405,40.2,248,44.4
1400000US36047120200,36047120200,1202,450,30.7,320,41.3
1400000US36047120800,36047120800,1208,2103,20.8,1483,28.3
1400000US36047121000,36047121000,1210,1051,55.3,638,64.3
1400000US36047121400,36047121400,1214,1044,46.6,781,52
1400000US36047122000,36047122000,1220,1311,24.3,1013,31.4
1400000US36047123700,36047123700,1237,1066,51,911,58.4
1400000US36047150200,36047150200,1502,769,2.2,413,1.7
1400000US36047152200,36047152200,1522,776,7.5,360,5.3
1400000US36047990100,36047990100,9901,0,0,0,0
