GEO.Id,GEO.Id2,CENSUS TRACTS,Total; Families,Percent below poverty level; Families,All families  with  children under 18 ,Percent below poverty level; All families with children under 18 
1400000US36047019400,36047019400,194,846,15.4,472,18.6
1400000US36047019500,36047019500,195,702,9.7,283,19.4
1400000US36047019600,36047019600,196,1079,17.8,535,31.6
1400000US36047019700,36047019700,197,574,5.7,242,0
1400000US36047019800,36047019800,198,449,28.3,242,52.5
1400000US36047019900,36047019900,199,570,9.8,266,21.1
1400000US36047020000,36047020000,200,547,13.2,307,13.7
1400000US36047020100,36047020100,201,580,1,265,0
1400000US36047020200,36047020200,202,560,1.6,249,3.6
1400000US36047020300,36047020300,203,192,31.3,124,48.4
1400000US36047020400,36047020400,204,488,7.6,164,0
1400000US36047020500,36047020500,205,617,5.8,216,12.5
1400000US36047020600,36047020600,206,651,6.1,197,0
1400000US36047020700,36047020700,207,1121,1.2,699,0
1400000US36047020800,36047020800,208,613,10.9,306,6.9
1400000US36047021000,36047021000,210,887,11.5,445,16.6
1400000US36047021100,36047021100,211,299,0,205,0
1400000US36047021200,36047021200,212,1028,20.7,519,26
1400000US36047021300,36047021300,213,1126,16.5,680,25.4
1400000US36047021400,36047021400,214,499,35.7,249,44.2
1400000US36047021500,36047021500,215,1082,20,594,15.8
1400000US36047021600,36047021600,216,761,26,518,33.2
1400000US36047021700,36047021700,217,837,18.2,433,31.6
1400000US36047021800,36047021800,218,838,32,546,41.4
1400000US36047021900,36047021900,219,895,27.5,419,47.5
1400000US36047022000,36047022000,220,1035,31.1,802,34.3
1400000US36047022100,36047022100,221,671,18,339,30.1
1400000US36047022200,36047022200,222,825,29.7,389,54.2
1400000US36047022400,36047022400,224,1066,23.2,695,25.8
1400000US36047022600,36047022600,226,595,16.6,316,17.1
1400000US36047022700,36047022700,227,506,40.9,294,46.3
1400000US36047022800,36047022800,228,713,19.2,470,29.1
1400000US36047022900,36047022900,229,732,12,485,16.5
1400000US36047023000,36047023000,230,941,41,588,52.4
1400000US36047023100,36047023100,231,630,10.6,339,10.9
1400000US36047023200,36047023200,232,1351,42.8,1005,51.9
1400000US36047023300,36047023300,233,1012,24.1,651,36.1
1400000US36047023400,36047023400,234,1106,30.7,742,38.7
1400000US36047023500,36047023500,235,508,23.6,349,29.2
1400000US36047023600,36047023600,236,1171,28.3,651,37.8
1400000US36047023800,36047023800,238,1088,25.6,568,42.8
1400000US36047024000,36047024000,240,1059,22.1,538,38.1
1400000US36047024100,36047024100,241,249,10.4,65,16.9
1400000US36047024200,36047024200,242,619,12.3,337,19.9
1400000US36047024300,36047024300,243,787,28.3,488,39.3
1400000US36047024400,36047024400,244,804,14.7,565,15.2
1400000US36047024500,36047024500,245,870,13.7,467,20.3
1400000US36047024600,36047024600,246,799,23.4,423,40.7
1400000US36047024700,36047024700,247,437,25.6,272,34.2
1400000US36047024800,36047024800,248,676,12.7,247,10.9
1400000US36047024900,36047024900,249,944,19.9,427,31.6
1400000US36047025000,36047025000,250,433,22.2,227,42.3
1400000US36047025100,36047025100,251,846,30.3,470,29.1
1400000US36047025200,36047025200,252,1285,13.8,665,14.6
1400000US36047025300,36047025300,253,505,15.2,325,23.7
1400000US36047025400,36047025400,254,922,11.7,426,12.2
1400000US36047025500,36047025500,255,1350,41.2,902,45
1400000US36047025600,36047025600,256,746,16.9,356,33.4
1400000US36047025700,36047025700,257,389,31.6,175,49.1
1400000US36047025800,36047025800,258,1334,19,731,17.5
1400000US36047025901,36047025901,259.01,483,38.3,236,55.9
1400000US36047025902,36047025902,259.02,914,52.8,644,62.1
1400000US36047026000,36047026000,260,905,12.8,435,12.2
1400000US36047026100,36047026100,261,1039,33.4,713,44.3
1400000US36047026200,36047026200,262,611,10,321,12.1
1400000US36047026300,36047026300,263,425,29.9,241,45.2
1400000US36047026400,36047026400,264,1034,15.8,374,32.6
1400000US36047026500,36047026500,265,916,30.6,581,38.9
1400000US36047026600,36047026600,266,890,5.6,477,6.7
1400000US36047026700,36047026700,267,842,10.6,401,22.2
1400000US36047026800,36047026800,268,928,13.3,447,16.6
1400000US36047026900,36047026900,269,497,25.8,298,32.6
1400000US36047027000,36047027000,270,466,6.9,175,9.1
1400000US36047027100,36047027100,271,667,13.6,296,20.3
1400000US36047027200,36047027200,272,824,18.4,391,31.5
